"","Site","Plot","AspectYr2","Yr2NVC","pHYr2","SOMYr2","MSG","LiveBasalAreaYr2","mean_dbh","tree density","plot_richness","ShortNVC"
"1275",25,11,NA,"W10",7.7,18.3,3,1.564905841,8.96,0.975,31,"W10"
"1276",25,12,NA,"W21",4.6,8.3,5,1.747510914,14.29,0.66,20,"W21"
"1277",25,13,NA,"W8d",5.3,8,5,2.159844949,8.86,1.94,29,"W8"
"1278",25,14,NA,"W21",6.5,12.6,5,0.251327412,11.72,0.59,21,"W21"
"1279",25,15,NA,"W8d",5.8,16.9,5,0.630282026,9.68,0.625,30,"W8"
"1280",25,16,NA,"W8d",5.8,12.9,5,1.077958979,10.13,0.725,36,"W8"
"1281",26,1,NA,"W6",6.414,43.22094,5,1.70627751,21.61,0.535,20,"W6"
"1282",26,2,NA,"OV27d",4.707,8.591126,5,5.484042676,19.1,0.415,19,"OV27"
"1283",26,3,NA,"S28",7.114,6.16718,3,NA,NA,NA,24,"S28"
"1284",26,4,NA,"W15a",4.706,8.350819,3,6.230170931,55.36,0.37,10,"W15"
"1285",26,5,NA,"W6",4.954,10.49897,5,4.549418861,13.72,0.55,22,"W6"
"1286",26,6,NA,"OV27d",4.548,12.19828,3,0.954258769,24.32,0.24,20,"OV27"
"1287",26,7,NA,"OV27d",3.798,7.547471,3,3.980005193,16.06,0.61,23,"OV27"
"1288",26,8,NA,"OV27",4.859,8.29829,5,1.525635932,18.57,0.225,22,"OV27"
"1289",26,9,NA,"OV27",5.353,8.453311,5,NA,NA,NA,15,"OV27"
"1290",26,10,NA,"W8e",4.847,12.98691,3,3.277073837,15.73,0.41,32,"W8"
"1291",26,11,NA,"OV27d",4.928,18.16183,5,0.981747704,12.67,0.295,18,"OV27"
"1292",26,12,NA,"W16b",4.44,9.135039,3,3.976078202,14.81,0.32,5,"W16"
"1293",26,13,NA,"W8e",4.701,18.81952,3,2.415099352,13.19,0.545,25,"W8"
"1294",26,14,NA,"OV27d",5.553,10.30998,3,2.552544031,13.89,0.615,15,"OV27"
"1295",26,15,NA,"W21",5.387,7.667644,3,2.047925711,14.79,0.295,26,"W21"
"1296",26,16,NA,"W21",4.285,15.45726,3,1.136863842,16.91,0.49,10,"W21"
"1297",27,1,180,"W13",8.5,13.9,5,2.864739801,9.38,1.5,17,"W13"
"1298",27,2,130,"W13",8.7,11.3,5,1.639518666,13.09,0.72,10,"W13"
"1299",27,3,150,"W21a",8.4,11.5,5,0.502654825,10.78,0.505,11,"W21"
"1300",27,4,180,"W13",8.7,12.4,3,2.146100481,11.28,0.43,16,"W13"
"1301",27,5,180,"W21",8.8,13.6,3,0.913025365,9.29,1.175,21,"W21"
"1302",27,6,200,"W13",8.5,10.8,3,NA,NA,NA,9,"W13"
"1303",27,7,200,"W13",5.5,9.9,5,2.169662426,9.79,2.48,9,"W13"
"1304",27,8,180,"W13",8.6,12.9,5,1.604175749,14.1,0.29,12,"W13"
"1305",27,9,155,"W13",8.5,11,5,3.976078202,24.23,0.565,8,"W13"
"1306",27,10,170,"W13b",7.8,9.2,3,1.288052988,22.05,0.43,6,"W13"
"1307",27,11,200,"W21",8.8,11.5,5,0.630282026,9.77,1.265,12,"W21"
"1308",27,12,200,"W21b",6.1,6.8,5,2.411172362,46.25,0.175,9,"W21"
"1309",27,13,190,"W13b",5.4,8.8,5,0.561559687,19.36,0.59,4,"W13"
"1310",27,14,185,"W21b",5.2,7.6,3,2.764601535,15,0.6,13,"W21"
"1311",27,15,190,"W13",6.1,11.5,5,2.474004215,12.66,0.62,10,"W13"
"1312",27,16,195,"OV27",8.6,8,3,1.517781951,13.37,0.75,11,"OV27"
"1313",28,1,NA,"OV27d",4.246,34.4,5,0.569413668,14.24,0.505,11,"OV27"
"1314",28,2,NA,"OV27d",4.419,31,5,3.229949947,14.12,0.465,15,"OV27"
"1315",28,3,NA,"OV27d",4.893,12.4,5,0.090320789,9.81,0.19,14,"OV27"
"1316",28,4,NA,"OV27d",4.783,9.12,5,1.73180295,16.25,0.275,17,"OV27"
"1317",28,5,NA,"W21a",6.501,8.58,5,0.473202393,12.17,0.145,16,"W21"
"1318",28,6,NA,"OV27",6.695,11.3,5,0.066758844,14.17,0.035,16,"OV27"
"1319",28,7,NA,"W21a",6.625,12.3,5,0.620464549,14.1,0.29,22,"W21"
"1320",28,8,NA,"W21",5.654,8.61,5,1.712167996,14.02,0.265,21,"W21"
"1321",28,9,NA,"W21a",5.5,6.14,5,2.442588288,16.41,0.32,17,"W21"
"1322",28,10,NA,"W21",6.028,6.17,5,1.044579557,11.28,0.36,19,"W21"
"1323",28,11,NA,"W13",6.054,9.31,5,1.627737694,14.64,0.425,10,"W13"
"1324",28,12,NA,"W21",5,8.04,5,1.619883712,17.66,0.485,16,"W21"
"1325",28,13,NA,"W21",4.031,10.4,5,0.375027623,14.09,0.73,8,"W21"
"1326",28,14,NA,"OV27d",7.34,10.6,5,1.325359401,20.54,0.505,16,"OV27"
"1327",28,15,NA,"W21",5.159,10.9,5,0.779507677,11.53,0.975,12,"W21"
"1328",28,16,NA,"W21",5.66,11.9,5,1.127046364,18.18,0.58,15,"W21"
"1329",29,1,NA,"",NA,NA,5,NA,NA,NA,0,""
"1330",29,2,120,"OV27",7.4,8.3,3,0.227765467,9.56,0.12,22,"OV27"
"1331",29,3,90,"OV27d",8.7,18.4,5,2.199114858,21.59,0.21,28,"OV27"
"1332",29,4,210,"W14",4.5,9.5,3,1.786780822,11.69,0.285,28,"W14"
"1333",29,5,NA,"W12c",5,31.9,5,1.482439033,44.17,0.125,11,"W12"
"1334",29,6,270,"OV27",4.2,20.2,5,3.322234231,11.41,0.285,15,"OV27"
"1335",29,7,130,"W12",8.8,16.7,3,1.865320638,10.92,0.32,23,"W12"
"1336",29,8,NA,"W10c",4.3,33.9,3,1.998838326,60,0.115,17,"W10"
"1337",29,9,170,"W25",5.6,10.3,5,NA,NA,NA,12,"W25"
"1338",29,10,180,"W21",4.6,8.9,3,0.090320789,7.72,0.725,17,"W21"
"1339",29,11,180,"W15a",4.4,7.5,5,3.559817176,45.5,0.215,7,"W15"
"1340",29,12,180,"W12",8.9,21,5,0.420188017,10.13,1.015,21,"W12"
"1341",29,13,180,"W12c",5.7,16.7,5,2.004728812,20.83,0.165,19,"W12"
"1342",29,14,200,"OV27",7.1,14.7,3,0.070685835,7.89,0.69,19,"OV27"
"1343",29,15,NA,"W21",4.5,14.6,3,0.524253274,10.15,0.39,24,"W21"
"1344",29,16,195,"W13",8.8,14.8,3,0.141371669,11.34,0.645,15,"W13"
"1345",30,1,NA,"W10d",4.213,33.55632,5,0.484983366,17.22,0.265,13,"W10"
"1346",30,2,NA,"W10c",5.929,15.48107,5,2.544690049,8.96,0.575,26,"W10"
"1347",30,3,NA,"W10d",4.484,41.93586,5,1.433351648,20.5,0.09,15,"W10"
"1348",30,4,NA,"W10d",4.875,15.24267,5,0.310232275,10.74,0.14,18,"W10"
"1349",30,5,NA,"W10a",4.509,16.90527,5,0.7696902,10.39,0.3,20,"W10"
"1350",30,6,NA,"W10",4.678,14.77232,5,0.793252145,10.67,0.58,17,"W10"
"1351",30,7,NA,"W10c",4.449,19.52315,5,1.038689071,62.5,0.06,21,"W10"
"1352",30,8,NA,"W16b",4.146,31.96699,3,0.805033117,37.5,0.07,8,"W16"
"1353",30,9,NA,"W10d",3.5,52.76036,5,0.255254403,27,0.245,7,"W10"
"1354",30,10,NA,"W10a",4.331,24.39444,5,1.625774198,25,0.135,21,"W10"
"1355",30,11,NA,"W10a",4.447,29.72308,5,0.946404787,42.5,0.08,12,"W10"
"1356",30,12,NA,"W15a",4.488,38.55249,5,0.058904862,8.67,0.185,11,"W15"
"1357",30,13,NA,"W10d",4.742,12.10661,3,1.189878218,15.11,0.29,19,"W10"
"1358",30,14,NA,"W10d",4.354,16.74238,3,NA,NA,NA,5,"W10"
"1359",30,15,NA,"W21",4.613,10.87168,3,0.137444679,10.23,0.34,18,"W21"
"1360",30,16,NA,"W8d",4.775,16.81011,5,2.175552913,15.95,0.565,22,"W8"
"1361",31,1,NA,"W8d",5.878,11.6,5,2.385646921,11.84,0.915,16,"W8"
"1362",31,2,NA,"W8d",6.171,12,5,0.877682448,8.9,0.71,41,"W8"
"1363",31,3,NA,"W13",7.123,12.6,5,0.657770962,10.91,1.245,11,"W13"
"1364",31,4,NA,"W13",6.245,6.1,5,1.918335014,12.61,0.89,13,"W13"
"1365",31,5,NA,"OV27d",6.533,10.8,5,0.294524311,12.5,0.17,15,"OV27"
"1366",31,6,NA,"W21a",8.086,11.1,5,0.288633825,7.67,1.365,14,"W21"
"1367",31,7,NA,"OV27d",7.835,11.4,5,0.021598449,7.61,0.24,15,"OV27"
"1368",31,8,NA,"W6",7.113,10.8,5,0.750055246,13.21,0.15,47,"W6"
"1369",31,9,NA,"W8d",6.718,16.8,5,1.735729941,14.32,0.91,8,"W8"
"1370",31,10,NA,"W8d",6.365,10.7,5,1.798561794,12.25,0.77,10,"W8"
"1371",31,11,NA,"W13",6.087,10.2,5,0.35931966,9.73,0.795,11,"W13"
"1372",31,12,NA,"W13",6.148,13.8,5,0.687223393,8.93,1.235,8,"W13"
"1373",31,13,NA,"W10",6.033,11,5,6.48738883,8.3,1.745,26,"W10"
"1374",31,14,NA,"W8d",6.142,13.3,5,0.74416476,9.11,1.68,23,"W8"
"1375",31,15,NA,"W8d",6.279,13.6,5,0.125663706,7.61,1.69,24,"W8"
"1376",31,16,NA,"W13",7.033,14.6,5,0.736310778,7.9,0.81,20,"W13"
"1377",32,1,90,"W10a",3.9,16.7,5,1.835868207,16.39,0.25,13,"W10"
"1378",32,2,80,"W10a",4.2,15,5,0.461421421,20.83,0.11,10,"W10"
"1379",32,3,62,"W10a",4.1,14.5,5,1.788744317,19.83,0.26,11,"W10"
"1380",32,4,350,"W16b",4,34.5,3,1.032798585,10.49,0.535,4,"W16"
"1381",32,5,280,"W15a",4,19.7,5,2.087195619,11.99,0.56,7,"W15"
"1382",32,6,290,"W10c",4.2,12.8,5,1.111338401,9.52,0.59,9,"W10"
"1383",32,7,90,"W10a",3.8,19.2,5,0.545851724,11.35,0.23,17,"W10"
"1384",32,8,46,"W10a",4.1,9.3,5,1.03476208,9.68,0.28,8,"W10"
"1385",32,9,270,"W10a",4.1,31.7,5,1.708241005,13.98,0.31,9,"W10"
"1386",32,10,NA,"OV27",3.9,24.3,7,0.003926991,7.5,0.2,25,"OV27"
"1387",32,11,88,"W10c",4.7,11.9,5,0.164933614,12.5,0.14,17,"W10"
"1388",32,12,260,"W10d",3.9,33.1,5,1.504037483,18.75,0.195,10,"W10"
"1389",32,13,270,"W10a",4.3,10.2,7,1.914408023,13.75,0.45,7,"W10"
"1390",32,14,260,"W10a",3.8,11.3,5,1.205586181,15.26,0.37,8,"W10"
"1391",32,15,NA,"W10a",4.1,14.1,7,3.919136835,10.97,0.61,11,"W10"
"1392",32,16,180,"W10a",4.1,12.3,5,1.602212253,9.71,0.505,11,"W10"
"1393",33,1,NA,"W13",7.7,19.4,5,1.021017612,15.31,0.205,15,"W13"
"1394",33,2,NA,"W10a",6.4,16.5,3,4.594579256,24.44,0.395,11,"W10"
"1395",33,3,NA,"W21c",4.7,12.9,5,1.348921346,15.71,0.185,18,"W21"
"1396",33,4,NA,"W10a",5,13.8,3,5.228788273,23.33,0.375,22,"W10"
"1397",33,5,NA,"OV27d",6.8,11.1,3,0.249363917,12.26,0.205,16,"OV27"
"1398",33,6,NA,"W21",8,21.3,3,0.934623814,10.05,0.385,17,"W21"
"1399",33,7,NA,"OV27d",6.3,10.3,3,2.59574093,20.83,0.275,18,"OV27"
"1400",33,8,NA,"W21",6.9,13.2,5,1.24878308,9.72,0.325,19,"W21"
"1401",33,9,NA,"W21",5.7,13.8,3,1.392118245,15,0.3,17,"W21"
"1402",33,10,NA,"W21",8.8,10.9,3,3.587306111,22.69,0.525,17,"W21"
"1403",33,11,NA,"W13",7.8,20.7,3,3.976078202,25.66,0.44,10,"W13"
"1404",33,12,NA,"W13",7.9,20.7,3,4.891067063,30.44,0.475,14,"W13"
"1405",33,13,NA,"W21",8.2,15.7,3,1.916371519,14.62,0.4,15,"W21"
"1406",33,14,NA,"W13",8.1,18.8,5,2.022400271,22.5,0.2,15,"W13"
"1407",33,15,NA,"W13",8.1,19.4,3,4.031056074,13.03,0.4,13,"W13"
"1408",33,16,NA,"W13",7.7,16.9,3,4.050691028,10.7,0.845,13,"W13"
"1409",34,1,NA,"W8d",7.059,15.99505,5,2.583959958,19.58,0.41,18,"W8"
"1410",34,2,NA,"W21",7.467,14.087,5,3.110176727,22.92,0.245,28,"W21"
"1411",34,3,NA,"W21b",7.561,15.04794,5,1.543307391,16.73,0.37,14,"W21"
"1412",34,4,NA,"W8d",7.569,25.74493,5,1.398008731,23.5,0.42,15,"W8"
"1413",34,5,NA,"W8d",7.877,19.79324,5,1.127046364,23.83,0.32,19,"W8"
"1414",34,6,NA,"W13",8.211,14.34607,5,1.94582395,18.36,0.46,12,"W13"
"1415",34,7,NA,"W13",8.37,15.4958,5,1.429424657,21.7,0.48,13,"W13"
"1416",34,8,NA,"OV27d",8.332,14.04964,5,0.767726705,15.37,0.605,12,"OV27"
"1417",34,9,NA,"W21a",8.333,20.50847,5,2.220713307,16.7,0.625,18,"W21"
"1418",34,10,NA,"W21",8.428,13.72561,5,0.282743339,9.72,0.13,17,"W21"
"1419",34,11,NA,"W21a",7.309,13.30041,5,2.124502032,15.46,0.35,22,"W21"
"1420",34,12,NA,"W8d",8.083,12.71527,5,1.56097885,11.88,0.375,23,"W8"
"1421",34,13,NA,"W8d",8.018,18.14912,5,1.24878308,12.23,0.36,28,"W8"
"1422",34,14,NA,"W21",8.074,15.76797,5,1.549197877,12.83,0.475,15,"W21"
"1423",34,15,NA,"W8d",8.072,15.44994,5,2.205005344,19.08,0.315,26,"W8"
"1424",34,16,NA,"W8d",8.194,18.55726,5,2.744966581,17.17,0.44,15,"W8"
"1425",35,1,260,"OV27d",5.278,7.730561,5,0.005890486,7.5,0.33,9,"OV27"
"1426",35,2,260,"W21",6.766,10.44301,5,0.259181394,7.89,0.41,17,"W21"
"1427",35,3,260,"W10",7.268,13.04456,3,0.645989989,14.72,0.44,10,"W10"
"1428",35,4,260,"W16b",4.268,14.77965,3,2.23642127,52.5,0.15,9,"W16"
"1429",35,5,260,"W10d",4.29,7.584098,3,3.233876938,45.28,0.385,10,"W10"
"1430",35,6,260,"W10d",4.233,11.69767,10,0.740237769,18.93,0.345,16,"W10"
"1431",35,7,260,"W10d",4.167,26.6458,3,0.869828466,36.94,0.31,21,"W10"
"1432",35,8,260,"W21",6.141,15.39965,3,0.392699082,10,0.255,17,"W21"
"1433",35,9,260,"W13",6.798,16.11556,3,0.512472302,14.42,0.155,13,"W13"
"1434",35,10,260,"W21",7.175,13.76705,3,0.846266521,14.81,0.16,16,"W21"
"1435",35,11,260,"W21",6.032,12.59343,3,3.443970946,23.5,0.42,19,"W21"
"1436",35,12,260,"W13",6.37,40.16702,3,0.402516559,16.5,0.21,8,"W13"
"1437",35,13,260,"W10a",6.277,18.48878,3,4.072289477,31.59,0.32,7,"W10"
"1438",35,14,260,"W10d",4.479,12.62817,3,0.824668072,30.23,0.305,19,"W10"
"1439",35,15,260,"S26d",6.302,30.89651,3,0.396626073,30.83,0.17,23,"S26"
"1440",35,16,300,"OV27d",5.411,12.06989,3,1.598285263,16.5,0.7,11,"OV27"
"1441",36,1,180,"W10a",4.571,13.6634,3,0.91106187,17.21,0.25,21,"W10"
"1442",36,2,180,"W10c",6.277,9.736308,5,2.311034096,23.89,0.385,19,"W10"
"1443",36,3,180,"W10d",4.32,11.54777,8,1.629701189,18.19,0.455,30,"W10"
"1444",36,4,180,"W10c",4.9,13.00326,3,0.891426915,16.75,0.285,18,"W10"
"1445",36,5,0,"OV27d",4.699,9.822069,5,2.466150233,29.72,0.245,14,"OV27"
"1446",36,6,180,"W16b",4.418,15.53763,3,1.052433539,20.94,0.295,18,"W16"
"1447",36,7,180,"OV27d",5.698,12.64795,3,1.451023107,16.36,0.305,16,"OV27"
"1448",36,8,0,"W10c",4.317,12.69907,5,0.891426915,24.34,0.415,18,"W10"
"1449",36,9,180,"W6",6.473,7.836019,5,0.746128255,27.5,0.1,23,"W6"
"1450",36,10,180,"W8d",4.02,20.35028,3,2.825469893,29.17,0.24,22,"W8"
"1451",36,11,0,"W6",6.54,6.533351,3,0.496764338,16.25,0.165,20,"W6"
"1452",36,12,45,"W10d",5.071,11.17034,3,1.985093858,24.34,0.415,19,"W10"
"1453",36,13,200,"W16b",4.894,10.51414,3,0.651880476,24.17,0.13,21,"W16"
"1454",36,14,270,"W21",5.858,16.65101,5,0.775580686,18.21,0.33,9,"W21"
"1455",36,15,45,"W6",4.132,17.13204,5,1.822123739,29.32,0.295,28,"W6"
"1456",36,16,45,"OV27",4.714,11.74247,3,NA,NA,NA,19,"OV27"
"1457",37,1,180,"W16b",4.156,25.67036,3,0.714712329,23.12,0.165,3,"W16"
"1458",37,2,210,"W10c",5.757,13.83893,5,0.153152642,9.13,0.305,25,"W10"
"1459",37,3,180,"W16a",4.57,14.11162,3,0.463384916,22.5,0.08,12,"W16"
"1460",37,4,145,"W10c",5.371,15.75524,3,0.176714587,20,0.035,17,"W10"
"1461",37,5,45,"W10a",3.775,25.98187,3,1.313578428,13.98,0.31,15,"W10"
"1462",37,6,90,"OV27d",4.984,14.20388,5,0.508545311,16.14,0.15,13,"OV27"
"1463",37,7,0,"W16b",4.078,17.1958,5,0.257217899,18.5,0.08,12,"W16"
"1464",37,8,45,"W10d",4.221,15.54399,5,0.441786467,42.5,0.04,18,"W10"
"1465",37,9,90,"OV27d",4.618,14.89512,3,1.207549676,27.5,0.2,11,"OV27"
"1466",37,10,115,"W10c",4.121,24.51788,3,1.527599428,21,0.37,21,"W10"
"1467",37,11,45,"OV27d",4.555,14.56151,5,1.537416905,20.83,0.22,7,"OV27"
"1468",37,12,45,"OV27d",5.28,15.55674,5,1.702350519,15.87,0.655,9,"OV27"
"1469",37,13,0,"W10d",4.497,18.23848,3,0.500691329,15.11,0.29,15,"W10"
"1470",37,14,45,"W16",4.13,15.77048,6,1.63362818,19.72,0.31,9,"W16"
"1471",37,15,0,"W16",3.647,31.11642,3,0.891426915,22.5,0.36,8,"W16"
"1472",37,16,0,"W16",3.407,35.54082,3,1.17613375,20.5,0.36,9,"W16"
"1473",38,1,NA,"W10c",4.823,5.826601,5,0.186532064,9.72,0.13,32,"W10"
"1474",38,2,NA,"W10a",4.261,11.21756,3,1.398008731,19.85,0.295,26,"W10"
"1475",38,3,NA,"OV27d",6.148,5.745115,5,6.750497214,59.17,0.34,17,"OV27"
"1476",38,4,NA,"W10a",5.272,9.345795,5,6.616979527,18.15,0.485,18,"W10"
"1477",38,5,NA,"W8",6.575,12.61415,3,4.072289477,31.25,0.345,22,"W8"
"1478",38,6,NA,"W10d",4.722,8.112747,5,3.553926689,12.02,0.495,13,"W10"
"1479",38,7,NA,"W10",6.297,4.916574,5,1.370519795,11.64,0.32,32,"W10"
"1480",38,8,NA,"W10c",5.295,17.06177,5,4.457134577,15.54,0.365,24,"W10"
"1481",38,9,NA,"",NA,NA,3,NA,NA,NA,0,""
"1482",38,10,NA,"W16b",4.718,7.226925,5,0.699004365,18.93,0.115,19,"W16"
"1483",38,11,NA,"W16b",4.688,10.13033,5,4.172427743,52.5,0.25,17,"W16"
"1484",38,12,NA,"W10c",4.148,10.07977,5,3.634430001,65.83,0.19,30,"W10"
"1485",38,13,NA,"W10",4.298,23.71812,3,2.93346214,14.79,0.295,39,"W10"
"1486",38,14,NA,"W6",5.101,4.679197,5,1.531526419,9.4,0.835,35,"W6"
"1487",38,15,NA,"OV27",4.838,10.6479,5,1.311614933,18.27,0.615,30,"OV27"
"1488",38,16,NA,"W6",4.362,14.62208,5,3.60497757,28.33,0.465,28,"W6"
"1489",39,1,295,"W10",6.211,25.8207,3,2.216786316,29.58,0.325,33,"W10"
"1490",39,2,295,"W10d",4.42,21.90573,3,0.441786467,42.5,0.04,27,"W10"
"1491",39,3,295,"OV27",6.285,18.67204,3,NA,NA,NA,25,"OV27"
"1492",39,4,295,"OV27",5.279,22.14299,3,NA,NA,NA,28,"OV27"
"1493",39,5,300,"W16a",5.041,31.8791,3,0.003926991,7.5,0.11,20,"W16"
"1494",39,6,295,"OV27",5.905,26.75682,3,0.001963495,7.5,0.01,36,"OV27"
"1495",39,7,300,"W10",5.496,16.10937,3,NA,NA,NA,53,"W10"
"1496",39,8,290,"W16",5.554,15.45374,5,NA,NA,NA,23,"W16"
"1497",39,9,270,"W16a",5.369,36.90983,3,NA,NA,NA,18,"W16"
"1498",39,10,270,"OV27",5.936,33.87114,3,NA,NA,NA,26,"OV27"
"1499",39,11,210,"W16a",4.264,28.42818,3,NA,NA,NA,14,"W16"
"1500",39,12,295,"OV27",4.475,26.68691,5,NA,NA,NA,20,"OV27"
"1501",39,13,0,"U2b",4.373,91.20235,5,NA,NA,NA,8,"U2"
"1502",39,14,45,"MG7A",5.405,28.76216,3,NA,NA,NA,17,"MG7A"
"1503",39,15,295,"OV27",5.31,18.60533,3,NA,NA,NA,18,"OV27"
"1504",39,16,295,"MG10a",6.242,19.7389,3,NA,NA,NA,22,"MG10"
"1505",40,1,NA,"W16",4.552,32.9,5,0.070685835,13.09,0.805,20,"W16"
"1506",40,2,NA,"W10d",5.652,9.3,3,0.14529866,18.75,0.065,38,"W10"
"1507",40,3,NA,"MG9",6.026,19.6,5,0.308268779,9.55,0.155,51,"MG9"
"1508",40,4,NA,"MG1a",5.476,10.2,3,0.810923604,21.79,0.135,33,"MG1"
"1509",40,5,NA,"W24",6.138,13.4,8,0.204203522,7.92,0.83,52,"W24"
"1510",40,6,NA,"W6",6.353,49.3,3,0.363246651,14.17,0.175,27,"W6"
"1511",40,7,NA,"OV27",4.597,9.05,3,0.09817477,12.5,0.03,19,"OV27"
"1512",40,8,NA,"W10",5.346,12.3,5,1.378373777,17.68,0.425,42,"W10"
"1513",40,9,NA,"W10d",5.731,12.9,8,0.180641578,10.18,0.215,26,"W10"
"1514",40,10,NA,"W10c",6.044,12.9,5,2.267837197,10.32,0.555,32,"W10"
"1515",40,11,NA,"W8d",6.339,12.3,5,0.977820713,9.47,0.83,27,"W8"
"1516",40,12,NA,"W10d",5.359,7.63,3,0.730420292,14.43,0.525,28,"W10"
"1517",40,13,NA,"W6",6.065,6.44,5,0.832522053,8.5,0.51,38,"W6"
"1518",40,14,NA,"W10c",6.293,51.3,3,0.681332907,13.17,0.16,43,"W10"
"1519",40,15,NA,"W10d",5.449,10.3,5,1.158462291,28,0.255,24,"W10"
"1520",40,16,NA,"OV27",5.522,11.5,5,1.119192383,11.39,0.4,26,"OV27"
"1521",41,1,90,"W6",4.707,26.51878,3,0.91498886,11.16,0.355,31,"W6"
"1522",41,2,90,"W21",4.757,19.4921,3,0.846266521,16.2,0.315,26,"W21"
"1523",41,3,45,"W6",5.085,13.76538,3,0.263108385,8.93,0.225,24,"W6"
"1524",41,4,45,"W10c",4.603,13.20814,3,0.706858347,11.36,0.31,28,"W10"
"1525",41,5,90,"W6",5.371,12.65981,3,0.215984495,9.44,0.125,20,"W6"
"1526",41,6,90,"W21",5.201,19.46282,3,2.071487656,14.33,0.485,29,"W21"
"1527",41,7,90,"OV27",4.729,12.77382,3,3.45967891,23.61,0.38,16,"OV27"
"1528",41,8,90,"W6",5.665,10.19315,3,1.022981108,12.14,0.54,25,"W6"
"1529",41,9,90,"W6",6.346,7.837352,3,4.125303853,17.19,0.235,27,"W6"
"1530",41,10,90,"W6",5.533,10.36728,5,3.946625771,15.26,0.37,31,"W6"
"1531",41,11,90,"W6",4.895,12.2294,5,1.207549676,23.97,0.365,21,"W6"
"1532",41,12,NA,"W21",4.918,12.63833,5,1.337140373,23,0.41,28,"W21"
"1533",41,13,90,"W6",5.249,9.147442,3,3.00218448,27.5,0.325,32,"W6"
"1534",41,14,0,"S7",5.761,7.786123,3,1.712167996,27.95,0.28,28,"S7"
"1535",41,15,90,"OV27",4.732,13.45135,3,1.244856089,15.46,0.35,25,"OV27"
"1536",41,16,90,"W6",6.163,10.5696,3,1.27430852,10.33,0.47,23,"W6"
"1537",42,1,NA,"M15c",4.744,18.2,8,NA,NA,NA,23,"M15"
"1538",42,2,NA,"W25b",4.403,14.1,3,0.333794219,27.5,0.05,10,"W25"
"1539",42,3,NA,"W10d",5.035,59.2,3,0.71863932,19.42,0.22,16,"W10"
"1540",42,4,NA,"W16",4.895,12.7,3,0.451603944,16,0.135,25,"W16"
"1541",42,5,NA,"W10d",5.631,11.6,3,0.373064128,15.76,0.305,12,"W10"
"1542",42,6,NA,"H2b",5.151,38.5,3,0.325940238,12.5,0.22,12,"H2"
"1543",42,7,NA,"H2",4.979,48.7,3,0.712748833,29.17,0.08,16,"H2"
"1544",42,8,NA,"W10d",5.055,42.5,3,0.259181394,19.09,0.365,13,"W10"
"1545",42,9,NA,"W10d",5.299,6.27,3,0.541924733,25,0.18,28,"W10"
"1546",42,10,NA,"W10d",7.404,47.6,5,0.333794219,25,0.09,21,"W10"
"1547",42,11,NA,"M6",5.867,26.9,5,0.070685835,8.65,0.48,33,"M6"
"1548",42,12,NA,"W4",5.62,90.5,10,0.64991698,12.5,0.71,23,"W4"
"1549",42,13,NA,"W10d",5.438,73.2,10,0.681332907,23.75,0.085,11,"W10"
"1550",42,14,NA,"W10c",5.429,11.6,5,0.019634954,12,0.19,16,"W10"
"1551",42,15,NA,"W10",5.755,8.77,8,2.986476516,25,0.36,23,"W10"
"1552",42,16,NA,"W10",4.145,91,3,1.670934593,39.17,0.11,30,"W10"
"1553",43,1,45,"W4",5.97,12.36321,3,1.431388153,72.5,0.07,35,"W4"
"1554",43,2,90,"W4",6.022,19.44469,5,NA,NA,NA,27,"W4"
"1555",43,3,90,"W10d",5.4,12.14585,5,0.176714587,20,0.035,18,"W10"
"1556",43,4,120,"W10d",6.034,14.31818,3,NA,NA,NA,13,"W10"
"1557",43,5,90,"OV27",5.779,17.72998,3,NA,NA,NA,20,"OV27"
"1558",43,6,90,"W22",5.8,14.69873,3,0.066758844,13.5,0.11,24,"W22"
"1559",43,7,90,"W10c",5.752,21.57953,3,1.093666943,24.17,0.13,20,"W10"
"1560",43,8,90,"W10",5.61,11.15166,3,1.784817326,28.75,0.21,26,"W10"
"1561",43,9,90,"OV27",5.882,15.07202,3,1.498146997,34.17,0.095,14,"OV27"
"1562",43,10,90,"W10d",4.7,20.03543,5,NA,NA,NA,11,"W10"
"1563",43,11,90,"W10d",4.518,22.10083,3,NA,NA,NA,30,"W10"
"1564",43,12,90,"W10d",4.687,21.93405,5,1.127046364,26.94,0.22,18,"W10"
"1565",43,13,90,"W16a",4.767,11.7733,3,0.017671459,12.5,0.01,21,"W16"
"1566",43,14,90,"OV27",4.189,23.68989,3,1.197732199,45,0.085,17,"OV27"
"1567",43,15,90,"OV27",4.618,69.0574,5,0.176714587,20,0.035,26,"OV27"
"1568",43,16,90,"OV27",5.183,85.50829,3,1.773036354,31,0.285,17,"OV27"
"1569",44,1,45,"OV27",4.277,10.58317,3,NA,NA,NA,17,"OV27"
"1570",44,2,180,"MG7A",6.365,7.906697,8,NA,NA,NA,5,"MG7A"
"1571",44,3,180,"MG1b",5.878,10.22922,5,NA,NA,NA,25,"MG1"
"1572",44,4,0,"MG7A",6.192,6.623051,3,NA,NA,NA,8,"MG7A"
"1573",44,5,90,"MG7A",6.168,9.931222,5,NA,NA,NA,14,"MG7A"
"1574",44,6,45,"MG10a",6.317,12.89091,5,NA,NA,NA,20,"MG10"
"1575",44,7,0,"OV27",6.07,7.138603,3,NA,NA,NA,17,"OV27"
