species,status
Avena sativa,AM
Avena sativa,AM
Avena strigosa,AM
Baccharis halimifolia,AM
Phyllostachys bambusoides,AM
Dendrocalamus strictus,AM
Bambusa beecheyana,AM
Barbarea vulgaris,non-mycorrhizal (checked for all types)
Barbarea vulgaris,non-mycorrhizal (checked for all types)
Barbarea vulgaris,non-mycorrhizal (checked for all types)
Barbarea vulgaris,non-mycorrhizal (checked for all types)
Bartsia alpina,AM
Bauhinia diphylla,AM
Beckmannia eruciformis,OM
Begonia maculata,AM
Begonia diadema,AM
Begonia fusca,non-mycorrhizal (checked for all types)
Begonia maculata,AM
Begonia incarnata,AM
Begonia rex,AM
Begonia cucullata var. hookeri,AM
Beilschmiedia tarairi,AM
Bellis perennis,AM
Berberis amurensis,AM
Berberis amurensis,non-mycorrhizal (checked for all types)
Berberis canadensis,AM
Berberis heteropoda,AM
Berberis oblonga,AM
Berberis oblonga,AM
Berberis oblonga,AM
Berberis sibirica,AM
Berberis thunbergii,AM
Berberis thunbergii,AM
Berberis vulgaris,AM
Berberis vulgaris,AM
Betula costata,AM
Betula costata,EcM
Betula davurica,EcM
Betula davurica,EcM
Betula ermanii,AM
Betula ermanii,EcM
Betula ermanii,EcM
Betula ermanii,EcM
Betula fruticosa,EcM
Betula glandulosa,EcM
Betula humilis,AM
Betula humilis,EcM
Betula humilis,EcM
Betula litwinowii,EcM
Betula alleghaniensis,AM
Betula alleghaniensis,EcM
Betula alleghaniensis,EcM
Betula platyphylla submandshurica,EcM
Betula microphylla,AM
Betula microphylla,EcM
Betula nana,EcM
Betula nana,EcM
Betula nana,EcM
Betula nana,EcM
Betula nana,EcM
Betula nana,EcM
Betula nana,EcM
Betula occidentalis,AM
Betula occidentalis,EcM
Betula papyrifera,AM
Betula pendula,EcM
Betula pendula,EcM
Betula pendula,EcM
Betula pendula,EcM
Betula pendula,EcM
Betula pendula,EcM
Betula pendula,EcM
Betula pendula,EcM
Betula pendula,EcM
Betula pendula,EcM
Betula pendula,EcM
Betula pendula,EcM
Betula pendula,EcM
Betula pendula,EcM
Betula pendula,EcM
Betula pendula,EcM
Betula populifolia,EcM
Betula pubescens,AM
Betula pubescens,EcM
Betula pubescens,EcM
Betula pubescens,EcM
Betula pubescens,EcM
Betula pubescens,EcM
Betula pubescens,EcM
Betula pubescens,EcM
Betula pubescens,EcM
Betula pubescens,EcM
Betula pubescens,EcM
Betula pubescens,EcM
Betula pubescens,EcM
Betula pubescens,EcM
Betula pubescens,EcM
Betula pubescens,EcM
Betula raddeana,EcM
Betula divaricata,EcM
Betula schmidtii,AM
Betula schmidtii,EcM
Betula schmidtii,EcM
Bidens tripartita,AM
Bidens tripartita,AM
Biebersteinia multifida,AM
Bolboschoenus maritimus,AM
Bolboschoenus maritimus,AM
Bothriochloa ischaemum,AM
Bothriochloa ischaemum,AM
Bothriochloa ischaemum,AM
Bothriochloa ischaemum,AM
Bothriochloa ischaemum,AM
Bothriochloa ischaemum,AM
Bothriochloa ischaemum,AM
Bothriochloa ischaemum,AM
Bothriochloa ischaemum,AM
Bothriochloa ischaemum,AM
Bothriochloa ischaemum,AM
Botrychium lunaria,AM
Botrychium lunaria,AM
Botrychium simplex,AM
Brachiaria eruciformis,AM
Brachypodium distachyon,non-mycorrhizal (checked for all types)
Brachypodium distachyon,AM
Brachypodium pinnatum,AM
Brachypodium pinnatum,AM
Brachypodium pinnatum,AM
Brachypodium pinnatum,AM
Brachypodium pinnatum,AM
Brachypodium pinnatum,AM
Brachypodium pinnatum,AM
Brachypodium pinnatum,AM
Brachypodium pinnatum,AM
Brachypodium pinnatum,AM
Brachypodium pinnatum,AM
Brachypodium sylvaticum,AM
Brachypodium sylvaticum,AM
Brachypodium sylvaticum,AM
Brachystegia eurycoma,EcM
Brachystegia laurentii,EcM
Brassica napus,AM
Brassica oleracea,non-mycorrhizal (checked for all types)
Braya glabella,AM
Briza media,AM
Briza media,AM
Briza media,AM
Briza marcowiczii,AM
Briza marcowiczii,AM
Briza marcowiczii,AM
Briza maxima,AM
Briza media,AM
Briza minor,AM
Bromus variegatus,AM
Bromus benekenii,AM
Bromus benekenii,AM
Bromus briziformis,AM
Bromus danthoniae,AM
Bromus erectus,AM
Bromus hordeaceus,AM
Bromus inermis,AM
Bromus inermis,AM
Bromus inermis,AM
Bromus inermis,AM
Bromus inermis,AM
Bromus inermis,AM
Bromus inermis,AM
Bromus inermis,AM
Bromus inermis,AM
Bromus inermis,non-mycorrhizal (checked for all types)
Bromus japonicus,AM
Bromus japonicus,AM
Bromus japonicus,AM
Bromus japonicus,AM
Bromus lanceolatus,AM
Bromus lanceolatus,AM
Bromus pumpellianus,AM
Bromus pauciflorus,AM
Bromus racemosus,AM
Bromus racemosus,AM
Bromus riparius,AM
Bromus riparius,AM
Bromus riparius,AM
Bromus riparius,AM
Bromus riparius,AM
Bromus riparius,AM
Bromus riparius,AM
Bromus riparius,AM
Bromus riparius,AM
Bromus riparius,AM
Bromus riparius,AM
Bromus riparius,AM
Bromus scoparius,AM
Bromus secalinus,AM
Bromus sewerzowii,AM
Bromus sewerzowii,non-mycorrhizal (checked for all types)
Bromus squarrosus,AM
Bromus squarrosus,AM
Bromus sterilis,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,AM
Bromus tectorum,non-mycorrhizal (checked for all types)
Bromus tectorum,non-mycorrhizal (checked for all types)
Bromus tectorum,non-mycorrhizal (checked for all types)
Bromus paulsenii,AM
Bromus paulsenii,AM
Bromus paulsenii,AM
Bromus paulsenii,AM
Bromus unioloides,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus,AM
Bromus variegatus subvillosulus,AM
Bryophyllum daigremontianum,AM
Bryophyllum delagoense,AM
Buddleja davidii,AM
Bunias orientalis,non-mycorrhizal (checked for all types)
Bunium chaerophylloides,AM
Bupleurum falcatum,AM
Bupleurum lancifolium,AM
Bupleurum longifolium,AM
Bupleurum longifolium,AM
Bupleurum longifolium,AM
Bupleurum longifolium,AM
Bupleurum longifolium,AM
Bupleurum longifolium,AM
Bupleurum longifolium,AM
Bupleurum longifolium,AM
Bupleurum longifolium,AM
Bupleurum multinerve,AM
Bupleurum falcatum subpolyphyllum,AM
Bupleurum falcatum subpolyphyllum,AM
Bupleurum falcatum subpolyphyllum,AM
Bupleurum falcatum subpolyphyllum,AM
Bupleurum falcatum subpolyphyllum,AM
Bupleurum falcatum subpolyphyllum,AM
Bupleurum falcatum subpolyphyllum,AM
Bupleurum falcatum subpolyphyllum,AM
Bupleurum falcatum subpolyphyllum,AM
Buxus sempervirens,AM
Buxus sempervirens,EcM
Parasenecio hastatus,AM
Parasenecio hastatus,AM
Parasenecio hastatus,AM
Parasenecio hastatus,AM
Parasenecio hastatus,AM
Cakile maritima,AM
Calamagrostis anthoxanthoides,AM
Calamagrostis anthoxanthoides,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis arundinacea,AM
Calamagrostis autumnalis,AM
Calamagrostis canescens,AM
Calamagrostis canescens,non-mycorrhizal (checked for all types)
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis epigeios,AM
Calamagrostis coarctata,AM
Calamagrostis coarctata,AM
Calamagrostis coarctata,AM
Calamagrostis pseudophragmites,AM
Calamagrostis lapponica,non-mycorrhizal (checked for all types)
Calamagrostis lapponica,non-mycorrhizal (checked for all types)
Calamagrostis lapponica,non-mycorrhizal (checked for all types)
Calamagrostis lapponica,AM
Calamagrostis lapponica,non-mycorrhizal (checked for all types)
Calamagrostis lapponica,non-mycorrhizal (checked for all types)
Calamagrostis lapponica,non-mycorrhizal (checked for all types)
Calamagrostis lapponica,non-mycorrhizal (checked for all types)
Calamagrostis stricta,AM
Calamagrostis stricta,AM
Calamagrostis stricta,AM
Calamagrostis stricta,AM
Calamagrostis stricta,AM
Calamagrostis stricta,non-mycorrhizal (checked for all types)
Calamagrostis stricta,AM
Calamagrostis obtusata,AM
Calamagrostis obtusata,AM
Calamagrostis obtusata,AM
Calamagrostis obtusata,AM
Calamagrostis obtusata,AM
Calamagrostis obtusata,AM
Calamagrostis obtusata,AM
Calamagrostis obtusata,non-mycorrhizal (checked for all types)
Calamagrostis pseudophragmites,AM
Calamagrostis purpurea,non-mycorrhizal (checked for all types)
Calamagrostis purpurea,non-mycorrhizal (checked for all types)
Calamagrostis purpurea,AM
Calamagrostis varia,AM
Calamagrostis villosa,AM
Clinopodium grandiflorum,AM
Clinopodium grandiflorum,AM
Calathea concinna,AM
Calendula officinalis,AM
Calla palustris,non-mycorrhizal (checked for all types)
Calla palustris,AM
Calligonum aphyllum,non-mycorrhizal (checked for all types)
Calligonum aphyllum,non-mycorrhizal (checked for all types)
Calligonum aphyllum,non-mycorrhizal (checked for all types)
Calligonum bykovii,non-mycorrhizal (checked for all types)
Calligonum caput-medusae,non-mycorrhizal (checked for all types)
Calligonum leucocladum,non-mycorrhizal (checked for all types)
Calligonum leucocladum,non-mycorrhizal (checked for all types)
Calligonum murex,non-mycorrhizal (checked for all types)
Callistephus chinensis,AM
Callistephus chinensis,AM
Callistephus chinensis,AM
Callistephus chinensis,AM
Callistephus chinensis,AM
Callistephus chinensis,AM
Callistephus chinensis,AM
Callitriche palustris,non-mycorrhizal (checked for all types)
Callitris endlicheri,AM
Callitris columellaris,AM
Callitris oblonga,AM
Callitris rhomboidea,AM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Calluna vulgaris,ErM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,AM
Caltha palustris,non-mycorrhizal (checked for all types)
Caltha palustris,non-mycorrhizal (checked for all types)
Caltha palustris,non-mycorrhizal (checked for all types)
Caltha palustris,non-mycorrhizal (checked for all types)
Calypso bulbosa,OM
Camelina microcarpa,non-mycorrhizal (checked for all types)
Campanula dasyantha,AM
Campanula dasyantha,AM
Campanula collina subcollina,non-mycorrhizal (checked for all types)
Campanula saxifraga subaucheri,AM
Campanula bellidifolia,AM
Campanula bellidifolia,AM
Campanula bellidifolia,AM
Campanula bellidifolia,AM
Campanula bellidifolia,AM
Campanula bellidifolia,AM
Campanula saxifraga,non-mycorrhizal (checked for all types)
Campanula collina,AM
Campanula collina,AM
Campanula collina,AM
Campanula collina,non-mycorrhizal (checked for all types)
Campanula collina,non-mycorrhizal (checked for all types)
Campanula collina,non-mycorrhizal (checked for all types)
Campanula sibirica subhohenackeri,AM
Campanula sibirica subhohenackeri,AM
Campanula sibirica subhohenackeri,AM
Campanula sibirica subhohenackeri,AM
Campanula fragilis,AM
Campanula glomerata,AM
Campanula glomerata,AM
Campanula glomerata,AM
Campanula glomerata,non-mycorrhizal (checked for all types)
Campanula rapunculoides,AM
Campanula rapunculoides,AM
Campanula sibirica subhohenackeri,AM
Campanula sibirica subhohenackeri,non-mycorrhizal (checked for all types)
Campanula latifolia,AM
Campanula latifolia,AM
Campanula latifolia,AM
Campanula latifolia,AM
Campanula latifolia,AM
Campanula alliariifolia,AM
Campanula alliariifolia,AM
Campanula patula,AM
Campanula patula,AM
Campanula patula,AM
Campanula rapunculoides,AM
Campanula rotundifolia,AM
Campanula rotundifolia,AM
Campanula rotundifolia,AM
Campanula rotundifolia,AM
Campanula rotundifolia,AM
Campanula rotundifolia,AM
Campanula rotundifolia,AM
Campanula rotundifolia,non-mycorrhizal (checked for all types)
Campanula saxifraga,non-mycorrhizal (checked for all types)
Campanula sibirica,AM
Campanula sibirica,AM
Campanula sibirica,AM
Campanula sibirica,AM
Campanula sibirica,AM
Campanula trachelium,AM
Campanula trachelium,AM
Campanula glomerata subcaucasica,AM
Campanula glomerata subcaucasica,AM
Campanula glomerata subcaucasica,AM
Campanula glomerata subcaucasica,AM
Campanula glomerata subcaucasica,non-mycorrhizal (checked for all types)
Campanula glomerata subcaucasica,non-mycorrhizal (checked for all types)
Campanula glomerata subcaucasica,non-mycorrhizal (checked for all types)
Campanula tridentata,AM
Campanula tridentata,AM
Campanula tridentata,AM
Campanula tridentata,AM
Campanula tridentata,AM
Campanula tridentata,AM
Campanula tridentata,AM
Campanula tridentata,AM
Campanula tridentata,AM
Cannabis sativa,AM
Capsella bursa-pastoris,AM
Caragana arborescens,AM
Caragana arborescens,AM
Caragana arborescens,AM
Caragana arborescens,AM
Caragana pygmaea,AM
Caragana spinosa,AM
Caragana turkestanica,AM
Cardamine amara,non-mycorrhizal (checked for all types)
Cardamine amara,non-mycorrhizal (checked for all types)
Cardamine amara,AM
Cardamine bellidifolia,AM
Cardamine bulbifera,AM
Cardamine impatiens,AM
Cardamine microphylla,non-mycorrhizal (checked for all types)
Cardamine amara subopicii,AM
Cardamine pratensis,AM
Cardamine pratensis,AM
Cardamine raphanifolia,AM
Cardamine uliginosa,non-mycorrhizal (checked for all types)
Cardamine uliginosa,non-mycorrhizal (checked for all types)
Cardamine uliginosa,non-mycorrhizal (checked for all types)
Carduus nutans,AM
Carduus nutans subleiophyllus,AM
Carex acuta,non-mycorrhizal (checked for all types)
Carex acuta,non-mycorrhizal (checked for all types)
Carex acuta,non-mycorrhizal (checked for all types)
Carex alba,non-mycorrhizal (checked for all types)
Carex aquatilis,AM
Carex aquatilis,non-mycorrhizal (checked for all types)
Carex aquatilis,AM
Carex arenaria,AM
Carex setigera,non-mycorrhizal (checked for all types)
Carex setigera,non-mycorrhizal (checked for all types)
Carex atrata,non-mycorrhizal (checked for all types)
Carex atrata,non-mycorrhizal (checked for all types)
Carex bigelowii,non-mycorrhizal (checked for all types)
Carex bostrychostigma,non-mycorrhizal (checked for all types)
Carex brunnescens,non-mycorrhizal (checked for all types)
Carex brunnescens,non-mycorrhizal (checked for all types)
Carex brunnescens,non-mycorrhizal (checked for all types)
Carex brunnescens,non-mycorrhizal (checked for all types)
Carex humilis,non-mycorrhizal (checked for all types)
Carex canescens,non-mycorrhizal (checked for all types)
Carex canescens,non-mycorrhizal (checked for all types)
Carex canescens,non-mycorrhizal (checked for all types)
Carex canescens,non-mycorrhizal (checked for all types)
Carex canescens,non-mycorrhizal (checked for all types)
Carex canescens,non-mycorrhizal (checked for all types)
Carex capillaris,AM
Carex capitata,non-mycorrhizal (checked for all types)
Carex capitata,non-mycorrhizal (checked for all types)
Carex cespitosa,non-mycorrhizal (checked for all types)
Carex cespitosa,non-mycorrhizal (checked for all types)
Carex cespitosa,non-mycorrhizal (checked for all types)
Carex cespitosa,non-mycorrhizal (checked for all types)
Carex cespitosa,non-mycorrhizal (checked for all types)
Carex colchica,non-mycorrhizal (checked for all types)
Carex speciosa,non-mycorrhizal (checked for all types)
Carex speciosa,non-mycorrhizal (checked for all types)
Carex spicata,non-mycorrhizal (checked for all types)
Carex spicata,non-mycorrhizal (checked for all types)
Carex canescens,AM
Carex diandra,AM
Carex digitata,non-mycorrhizal (checked for all types)
Carex digitata,non-mycorrhizal (checked for all types)
Carex digitata,non-mycorrhizal (checked for all types)
Carex diluta,non-mycorrhizal (checked for all types)
Carex dioica,non-mycorrhizal (checked for all types)
Carex dioica,non-mycorrhizal (checked for all types)
Carex dioica,AM
Carex dioica,non-mycorrhizal (checked for all types)
Carex distans,non-mycorrhizal (checked for all types)
Carex echinata,non-mycorrhizal (checked for all types)
Carex echinata,non-mycorrhizal (checked for all types)
Carex elongata,non-mycorrhizal (checked for all types)
Carex enervis,non-mycorrhizal (checked for all types)
Carex ericetorum,non-mycorrhizal (checked for all types)
Carex ericetorum,non-mycorrhizal (checked for all types)
Carex ericetorum,non-mycorrhizal (checked for all types)
Carex ericetorum,non-mycorrhizal (checked for all types)
Carex firma,non-mycorrhizal (checked for all types)
Carex fuliginosa,AM
Carex nigra,non-mycorrhizal (checked for all types)
Carex globularis,AM
Carex globularis,non-mycorrhizal (checked for all types)
Carex globularis,non-mycorrhizal (checked for all types)
Carex globularis,non-mycorrhizal (checked for all types)
Carex globularis,non-mycorrhizal (checked for all types)
Carex globularis,non-mycorrhizal (checked for all types)
Carex globularis,non-mycorrhizal (checked for all types)
Carex globularis,non-mycorrhizal (checked for all types)
Carex globularis,non-mycorrhizal (checked for all types)
Carex globularis,non-mycorrhizal (checked for all types)
Carex globularis,non-mycorrhizal (checked for all types)
Carex globularis,AM
Carex goodenoughii,non-mycorrhizal (checked for all types)
Carex goodenoughii,non-mycorrhizal (checked for all types)
Carex nivalis,non-mycorrhizal (checked for all types)
Carex heleonastes,AM
Carex hirta,non-mycorrhizal (checked for all types)
Carex umbrosa subhuetiana,non-mycorrhizal (checked for all types)
Carex humilis,non-mycorrhizal (checked for all types)
Carex humilis,non-mycorrhizal (checked for all types)
Carex humilis,non-mycorrhizal (checked for all types)
Carex humilis,non-mycorrhizal (checked for all types)
Carex humilis,AM
Carex bigelowii subdacica,AM
Carex bigelowii subdacica,AM
Carex bigelowii subdacica,AM
Carex bigelowii subdacica,non-mycorrhizal (checked for all types)
Carex bigelowii subdacica,non-mycorrhizal (checked for all types)
Carex lasiocarpa,non-mycorrhizal (checked for all types)
Carex lasiocarpa,non-mycorrhizal (checked for all types)
Carex lasiocarpa,non-mycorrhizal (checked for all types)
Carex laxa,non-mycorrhizal (checked for all types)
Carex leporina,non-mycorrhizal (checked for all types)
Carex leporina,non-mycorrhizal (checked for all types)
Carex leporina,non-mycorrhizal (checked for all types)
Carex leporina,non-mycorrhizal (checked for all types)
Carex leporina,non-mycorrhizal (checked for all types)
Carex limosa,non-mycorrhizal (checked for all types)
Carex limosa,non-mycorrhizal (checked for all types)
Carex limosa,non-mycorrhizal (checked for all types)
Carex limosa,non-mycorrhizal (checked for all types)
Carex limosa,non-mycorrhizal (checked for all types)
Carex limosa,non-mycorrhizal (checked for all types)
Carex limosa,AM
Carex loliacea,non-mycorrhizal (checked for all types)
Carex loliacea,AM
Carex medwedewii,non-mycorrhizal (checked for all types)
Carex medwedewii,non-mycorrhizal (checked for all types)
Carex medwedewii,non-mycorrhizal (checked for all types)
Carex tristis,non-mycorrhizal (checked for all types)
Carex melanantha,non-mycorrhizal (checked for all types)
Carex melanostachya,non-mycorrhizal (checked for all types)
Carex melanostachya,AM
Carex mollissima,non-mycorrhizal (checked for all types)
Carex muricata,non-mycorrhizal (checked for all types)
Carex nigra,AM
Carex nigra,non-mycorrhizal (checked for all types)
Carex obtusata,AM
Carex viridula,non-mycorrhizal (checked for all types)
Carex viridula,AM
Carex orbicularis,non-mycorrhizal (checked for all types)
Carex pachystylis,non-mycorrhizal (checked for all types)
Carex pachystylis,non-mycorrhizal (checked for all types)
Carex pachystylis,non-mycorrhizal (checked for all types)
