,Site,Plot,Yr,species,cover,alpha
8838,63,1,1,Ilex aquifolium,100.0,20.0
8839,63,1,1,Lonicera periclymenum,5.0,20.0
8840,63,1,1,Quercus seedling/sp,100.0,20.0
8841,63,1,1,Rosa seedling/sp,50.0,20.0
8842,63,1,1,Rubus fruticosus agg.,100.0,20.0
8843,63,1,1,Sorbus aucuparia,100.0,20.0
8844,63,1,1,Ulmus glabra,50.0,20.0
8845,63,1,2,Hedera helix,50.0,29.0
8846,63,1,2,Rubus idaeus,50.0,29.0
8847,63,2,1,Crataegus monogyna,50.0,43.0
8848,63,2,1,Quercus seedling/sp,50.0,43.0
8849,63,2,1,Rubus idaeus,50.0,43.0
8850,63,2,2,Crataegus monogyna,50.0,17.0
8851,63,2,2,Hedera helix,50.0,17.0
8852,63,2,2,Ilex aquifolium,50.0,17.0
8853,63,2,2,Rubus fruticosus agg.,40.0,17.0
8854,63,3,1,Hedera helix,100.0,27.0
8855,63,3,1,Lonicera periclymenum,100.0,27.0
8856,63,3,1,Rubus fruticosus agg.,10.0,27.0
8857,63,3,1,Viburnum opulus,100.0,27.0
8858,63,3,2,Fraxinus excelsior (c),50.0,20.0
8859,63,3,2,Hedera helix,50.0,20.0
8860,63,3,2,Lonicera periclymenum,50.0,20.0
8861,63,3,2,Rubus fruticosus agg.,20.0,20.0
8862,63,3,2,Ulmus glabra,50.0,20.0
8863,63,4,1,Fraxinus excelsior (c),100.0,15.0
8864,63,4,1,Hedera helix,50.0,15.0
8865,63,4,1,Rubus fruticosus agg.,100.0,15.0
8866,63,4,2,Fraxinus excelsior (c),50.0,21.0
8867,63,4,2,Hedera helix,100.0,21.0
8868,63,5,1,Acer pseudoplatanus,100.0,24.0
8869,63,5,1,Fraxinus excelsior (c),100.0,24.0
8870,63,5,1,Hedera helix,100.0,24.0
8871,63,5,1,Ilex aquifolium,100.0,24.0
8872,63,5,1,Lonicera periclymenum,100.0,24.0
8873,63,5,1,Prunus avium,100.0,24.0
8874,63,5,1,Quercus seedling/sp,50.0,24.0
8875,63,5,1,Ribes uva-crispa,50.0,24.0
8876,63,5,1,Rubus fruticosus agg.,100.0,24.0
8877,63,5,1,Sorbus aucuparia,50.0,24.0
8878,63,5,1,Ulmus glabra,100.0,24.0
8879,63,5,2,Acer pseudoplatanus,50.0,18.0
8880,63,5,2,Fraxinus excelsior (c),50.0,18.0
8881,63,5,2,Hedera helix,5.0,18.0
8882,63,5,2,Prunus spinosa,50.0,18.0
8883,63,6,1,Crataegus monogyna,50.0,11.0
8884,63,6,1,Fraxinus excelsior (c),100.0,11.0
8885,63,6,1,Hedera helix,50.0,11.0
8886,63,6,1,Ilex aquifolium,100.0,11.0
8887,63,6,1,Rubus fruticosus agg.,10.0,11.0
8888,63,6,1,Rubus idaeus,50.0,11.0
8889,63,6,2,Acer pseudoplatanus,50.0,9.0
8890,63,6,2,Fraxinus excelsior (c),50.0,9.0
8891,63,6,2,Hedera helix,50.0,9.0
8892,63,6,2,Ilex aquifolium,5.0,9.0
8893,63,6,2,Quercus seedling/sp,50.0,9.0
8894,63,6,2,Rubus fruticosus agg.,100.0,9.0
8895,63,6,2,Ulmus glabra,50.0,9.0
8896,63,7,1,Corylus avellana,100.0,16.0
8897,63,7,1,Fraxinus excelsior (c),100.0,16.0
8898,63,7,1,Hedera helix,100.0,16.0
8899,63,7,1,Ilex aquifolium,50.0,16.0
8900,63,7,1,Lonicera periclymenum,100.0,16.0
8901,63,7,1,Rubus fruticosus agg.,100.0,16.0
8902,63,7,1,Sorbus aucuparia,50.0,16.0
8903,63,7,1,Ulmus glabra,50.0,16.0
8904,63,7,2,Crataegus monogyna,50.0,16.0
8905,63,7,2,Fraxinus excelsior (c),50.0,16.0
8906,63,7,2,Hedera helix,50.0,16.0
8907,63,7,2,Ilex aquifolium,50.0,16.0
8908,63,7,2,Rubus fruticosus agg.,15.0,16.0
8909,63,8,1,Fraxinus excelsior (c),100.0,14.0
8910,63,8,1,Lonicera periclymenum,100.0,14.0
8911,63,8,2,Fraxinus excelsior (c),50.0,4.0
8912,63,8,2,Hedera helix,50.0,4.0
8913,63,8,2,Quercus seedling/sp,50.0,4.0
8914,63,8,2,Rubus fruticosus agg.,50.0,4.0
8915,63,9,1,Acer pseudoplatanus,100.0,5.0
8916,63,9,1,Corylus avellana,50.0,5.0
8917,63,9,1,Fraxinus excelsior (c),100.0,5.0
8918,63,9,1,Hedera helix,100.0,5.0
8919,63,9,1,Ilex aquifolium,100.0,5.0
8920,63,9,1,Rubus fruticosus agg.,5.0,5.0
8921,63,9,1,Ulmus glabra,50.0,5.0
8922,63,9,2,Fraxinus excelsior (c),100.0,11.0
8923,63,9,2,Hedera helix,100.0,11.0
8924,63,9,2,Ilex aquifolium,50.0,11.0
8925,63,9,2,Lonicera periclymenum,50.0,11.0
8926,63,9,2,Rubus fruticosus agg.,105.0,11.0
8927,63,10,1,Acer pseudoplatanus,5.0,15.0
8928,63,10,1,Crataegus monogyna,100.0,15.0
8929,63,10,1,Fraxinus excelsior (c),5.0,15.0
8930,63,10,1,Hedera helix,100.0,15.0
8931,63,10,1,Ilex aquifolium,100.0,15.0
8932,63,10,1,Lonicera periclymenum,100.0,15.0
8933,63,10,1,Quercus seedling/sp,100.0,15.0
8934,63,10,1,Rubus fruticosus agg.,10.0,15.0
8935,63,10,1,Sorbus aucuparia,50.0,15.0
8936,63,10,1,Ulmus glabra,100.0,15.0
8937,63,10,2,Fraxinus excelsior (c),50.0,4.0
8938,63,10,2,Hedera helix,100.0,4.0
8939,63,10,2,Ilex aquifolium,5.0,4.0
8940,63,10,2,Rubus fruticosus agg.,70.0,4.0
8941,63,10,2,Ulmus glabra,50.0,4.0
8942,63,11,1,Acer pseudoplatanus,50.0,24.0
8943,63,11,1,Crataegus monogyna,100.0,24.0
8944,63,11,1,Fagus sylvatica,50.0,24.0
8945,63,11,1,Fraxinus excelsior (c),100.0,24.0
8946,63,11,1,Hedera helix,100.0,24.0
8947,63,11,1,Ilex aquifolium,50.0,24.0
8948,63,11,1,Rubus fruticosus agg.,10.0,24.0
8949,63,11,1,Rubus idaeus,50.0,24.0
8950,63,11,2,Ilex aquifolium,50.0,5.0
8951,63,11,2,Quercus seedling/sp,50.0,5.0
8952,63,11,2,Rubus fruticosus agg.,40.0,5.0
8953,63,11,2,Ulmus glabra,50.0,5.0
8954,63,12,1,Betula seedling/sp,100.0,18.0
8955,63,12,1,Corylus avellana,100.0,18.0
8956,63,12,1,Crataegus monogyna,50.0,18.0
8957,63,12,1,Fagus sylvatica,100.0,18.0
8958,63,12,1,Fraxinus excelsior (c),50.0,18.0
8959,63,12,1,Lonicera periclymenum,5.0,18.0
8960,63,12,1,Quercus seedling/sp,100.0,18.0
8961,63,12,1,Rubus fruticosus agg.,100.0,18.0
8962,63,12,1,Sorbus aucuparia,50.0,18.0
8963,63,12,1,Vaccinium myrtillus,100.0,18.0
8964,63,12,2,Hedera helix,50.0,30.0
8965,63,12,2,Lonicera periclymenum,100.0,30.0
8966,63,12,2,Rubus fruticosus agg.,105.0,30.0
8967,63,13,1,Fraxinus excelsior (c),100.0,25.0
8968,63,13,1,Quercus seedling/sp,50.0,25.0
8969,63,13,1,Rubus fruticosus agg.,5.0,25.0
8970,63,13,1,Ulmus glabra,50.0,25.0
8971,63,13,2,Corylus avellana,50.0,10.0
8972,63,13,2,Fraxinus excelsior (c),50.0,10.0
8973,63,13,2,Lonicera periclymenum,50.0,10.0
8974,63,13,2,Quercus seedling/sp,50.0,10.0
8975,63,14,1,Fraxinus excelsior (c),100.0,9.0
8976,63,14,1,Quercus seedling/sp,50.0,9.0
8977,63,14,1,Rubus fruticosus agg.,10.0,9.0
8978,63,14,1,Ulmus glabra,50.0,9.0
8979,63,15,1,Castanea sativa,100.0,7.0
8980,63,15,1,Corylus avellana,100.0,7.0
8981,63,15,1,Crataegus monogyna,50.0,7.0
8982,63,15,1,Fagus sylvatica,50.0,7.0
8983,63,15,1,Fraxinus excelsior (c),50.0,7.0
8984,63,15,1,Ilex aquifolium,100.0,7.0
8985,63,15,1,Lonicera periclymenum,5.0,7.0
8986,63,15,1,Quercus seedling/sp,100.0,7.0
8987,63,15,1,Rubus fruticosus agg.,100.0,7.0
8988,63,15,1,Sorbus aucuparia,50.0,7.0
8989,63,15,2,Crataegus monogyna,50.0,8.0
8990,63,15,2,Fraxinus excelsior (c),50.0,8.0
8991,63,15,2,Hedera helix,50.0,8.0
8992,63,15,2,Ilex aquifolium,50.0,8.0
8993,63,15,2,Lonicera periclymenum,100.0,8.0
8994,63,15,2,Rubus fruticosus agg.,100.0,8.0
8995,63,16,1,Rubus fruticosus agg.,5.0,50.0
8996,63,16,1,Rubus idaeus,100.0,50.0
8997,63,16,2,Crataegus monogyna,50.0,26.0
8998,63,16,2,Fraxinus excelsior (c),100.0,26.0
8999,63,16,2,Ilex aquifolium,50.0,26.0
9000,63,16,2,Quercus seedling/sp,50.0,26.0
9001,63,16,2,Rosa seedling/sp,50.0,26.0
9002,63,16,2,Rubus idaeus,5.0,26.0
9003,64,1,1,Acer pseudoplatanus,50.0,13.0
9004,64,1,1,Fagus sylvatica,50.0,13.0
9005,64,1,1,Fraxinus excelsior (c),100.0,13.0
9006,64,1,1,Rubus fruticosus agg.,50.0,13.0
9007,64,1,1,Ulmus glabra,50.0,13.0
9008,64,2,1,Acer pseudoplatanus,100.0,14.0
9009,64,2,1,Corylus avellana,50.0,14.0
9010,64,2,1,Crataegus monogyna,50.0,14.0
9011,64,2,1,Fraxinus excelsior (c),100.0,14.0
9012,64,2,1,Ilex aquifolium,50.0,14.0
9013,64,2,1,Lonicera periclymenum,5.0,14.0
9014,64,2,1,Prunus padus,50.0,14.0
9015,64,2,1,Quercus seedling/sp,50.0,14.0
9016,64,2,1,Rubus fruticosus agg.,100.0,14.0
9017,64,2,1,Rubus idaeus,100.0,14.0
9018,64,2,1,Sorbus aucuparia,50.0,14.0
9019,64,2,2,Betula seedling/sp,50.0,16.0
9020,64,2,2,Fraxinus excelsior (c),50.0,16.0
9021,64,2,2,Ilex aquifolium,50.0,16.0
9022,64,2,2,Rubus fruticosus agg.,5.0,16.0
9023,64,2,2,Rubus idaeus,5.0,16.0
9024,64,2,2,Sorbus aucuparia,50.0,16.0
9025,64,3,1,Acer pseudoplatanus,50.0,28.0
9026,64,3,1,Crataegus monogyna,50.0,28.0
9027,64,3,1,Fagus sylvatica,50.0,28.0
9028,64,3,1,Fraxinus excelsior (c),50.0,28.0
9029,64,3,1,Ilex aquifolium,50.0,28.0
9030,64,3,1,Pseudotsuga spp.,50.0,28.0
9031,64,3,1,Rhododendron ponticum,50.0,28.0
9032,64,3,1,Rosa seedling/sp,50.0,28.0
9033,64,3,1,Rubus fruticosus agg.,5.0,28.0
9034,64,3,1,Rubus idaeus,50.0,28.0
9035,64,3,1,Sorbus aucuparia,50.0,28.0
9036,64,4,1,Acer pseudoplatanus,50.0,25.0
9037,64,4,1,Fagus sylvatica,50.0,25.0
9038,64,4,1,Fraxinus excelsior (c),50.0,25.0
9039,64,4,1,Ribes nigrum,50.0,25.0
9040,64,4,1,Ribes rubrum,50.0,25.0
9041,64,4,1,Rubus fruticosus agg.,15.0,25.0
9042,64,4,1,Rubus idaeus,35.0,25.0
9043,64,4,1,Ulmus glabra,50.0,25.0
9044,64,4,2,Quercus seedling/sp,50.0,3.0
9045,64,5,1,Acer pseudoplatanus,50.0,15.0
9046,64,5,1,Crataegus monogyna,50.0,15.0
9047,64,5,1,Fagus sylvatica,50.0,15.0
9048,64,5,1,Fraxinus excelsior (c),100.0,15.0
9049,64,5,1,Ilex aquifolium,50.0,15.0
9050,64,5,1,Quercus seedling/sp,50.0,15.0
9051,64,5,1,Rubus fruticosus agg.,100.0,15.0
9052,64,5,1,Rubus idaeus,5.0,15.0
9053,64,5,1,Sorbus aucuparia,50.0,15.0
9054,64,5,1,Ulmus glabra,50.0,15.0
9055,64,5,2,Crataegus monogyna,50.0,9.0
9056,64,5,2,Fraxinus excelsior (c),50.0,9.0
9057,64,5,2,Ilex aquifolium,50.0,9.0
9058,64,5,2,Pseudotsuga spp.,50.0,9.0
9059,64,5,2,Rubus fruticosus agg.,50.0,9.0
9060,64,5,2,Rubus idaeus,50.0,9.0
9061,64,6,1,Acer pseudoplatanus,50.0,9.0
9062,64,6,1,Fagus sylvatica,50.0,9.0
9063,64,6,1,Fraxinus excelsior (c),100.0,9.0
9064,64,6,1,Ilex aquifolium,50.0,9.0
9065,64,6,1,Rubus fruticosus agg.,50.0,9.0
9066,64,6,1,Rubus idaeus,50.0,9.0
9067,64,6,1,Ulmus glabra,50.0,9.0
9068,64,7,1,Acer pseudoplatanus,50.0,10.0
9069,64,7,1,Fagus sylvatica,50.0,10.0
9070,64,7,1,Fraxinus excelsior (c),50.0,10.0
9071,64,7,1,Ilex aquifolium,50.0,10.0
9072,64,7,1,Rubus fruticosus agg.,20.0,10.0
9073,64,7,1,Rubus idaeus,10.0,10.0
9074,64,7,1,Sorbus aucuparia,50.0,10.0
9075,64,7,1,Ulmus glabra,50.0,10.0
9076,64,7,2,Acer pseudoplatanus,50.0,9.0
9077,64,7,2,Fagus sylvatica,50.0,9.0
9078,64,7,2,Ilex aquifolium,50.0,9.0
9079,64,7,2,Sorbus aucuparia,50.0,9.0
9080,64,7,2,Vaccinium myrtillus,50.0,9.0
9081,64,8,1,Fraxinus excelsior (c),50.0,15.0
9082,64,8,1,Rubus fruticosus agg.,50.0,15.0
9083,64,8,1,Ulmus glabra,50.0,15.0
9084,64,9,1,Acer pseudoplatanus,50.0,16.0
9085,64,9,1,Fraxinus excelsior (c),100.0,16.0
9086,64,9,1,Rubus fruticosus agg.,100.0,16.0
9087,64,9,1,Rubus idaeus,100.0,16.0
9088,64,9,1,Ulmus glabra,50.0,16.0
9089,64,9,2,Acer pseudoplatanus,50.0,5.0
9090,64,9,2,Fraxinus excelsior (c),50.0,5.0
9091,64,10,1,Acer pseudoplatanus,100.0,21.0
9092,64,10,1,Fraxinus excelsior (c),50.0,21.0
9093,64,10,1,Lonicera periclymenum,100.0,21.0
9094,64,10,1,Rubus fruticosus agg.,5.0,21.0
9095,64,10,1,Rubus idaeus,5.0,21.0
9096,64,10,1,Ulmus glabra,50.0,21.0
9097,64,10,2,Fraxinus excelsior (c),5.0,7.0
9098,64,10,2,Ilex aquifolium,100.0,7.0
9099,64,10,2,Rubus fruticosus agg.,50.0,7.0
9100,64,11,1,Acer pseudoplatanus,50.0,5.0
9101,64,11,1,Crataegus monogyna,50.0,5.0
9102,64,11,1,Fraxinus excelsior (c),50.0,5.0
9103,64,11,1,Quercus seedling/sp,50.0,5.0
9104,64,11,2,Fraxinus excelsior (c),50.0,18.0
9105,64,12,1,Acer pseudoplatanus,50.0,9.0
9106,64,12,1,Quercus seedling/sp,50.0,9.0
9107,64,13,1,Acer pseudoplatanus,50.0,14.0
9108,64,13,1,Fraxinus excelsior (c),50.0,14.0
9109,64,13,1,Sorbus aucuparia,50.0,14.0
9110,64,13,1,Ulmus glabra,50.0,14.0
9111,64,13,2,Fraxinus excelsior (c),50.0,5.0
9112,64,13,2,Ilex aquifolium,50.0,5.0
9113,64,13,2,Sorbus aucuparia,50.0,5.0
9114,64,14,1,Acer pseudoplatanus,50.0,17.0
9115,64,14,1,Fraxinus excelsior (c),100.0,17.0
9116,64,14,1,Lonicera periclymenum,5.0,17.0
9117,64,14,1,Prunus padus,50.0,17.0
9118,64,14,1,Quercus seedling/sp,50.0,17.0
9119,64,14,1,Rubus fruticosus agg.,100.0,17.0
9120,64,14,1,Rubus idaeus,50.0,17.0
9121,64,14,1,Sorbus aucuparia,50.0,17.0
9122,64,14,2,Fraxinus excelsior (c),50.0,14.0
9123,64,15,1,Acer pseudoplatanus,50.0,10.0
9124,64,15,1,Crataegus monogyna,50.0,10.0
9125,64,15,1,Fagus sylvatica,50.0,10.0
9126,64,15,1,Fraxinus excelsior (c),100.0,10.0
9127,64,15,1,Ilex aquifolium,50.0,10.0
9128,64,15,1,Lonicera periclymenum,50.0,10.0
9129,64,15,1,Quercus seedling/sp,50.0,10.0
9130,64,15,1,Sorbus aucuparia,50.0,10.0
9131,64,15,2,Lonicera periclymenum,50.0,4.0
9132,64,15,2,Rubus fruticosus agg.,50.0,4.0
9133,64,16,1,Crataegus monogyna,50.0,23.0
9134,64,16,1,Quercus seedling/sp,50.0,23.0
9135,64,16,1,Sorbus aucuparia,50.0,23.0
9136,64,16,1,Vaccinium myrtillus,100.0,23.0
9137,64,16,2,Corylus avellana,50.0,17.0
9138,64,16,2,Crataegus monogyna,50.0,17.0
9139,64,16,2,Ilex aquifolium,50.0,17.0
9140,64,16,2,Sorbus aucuparia,50.0,17.0
9141,65,1,1,Acer pseudoplatanus,50.0,27.0
9142,65,1,1,Crataegus monogyna,50.0,27.0
9143,65,1,1,Fraxinus excelsior (c),50.0,27.0
9144,65,1,1,Hypericum androsaemum,50.0,27.0
9145,65,1,1,Ilex aquifolium,30.0,27.0
9146,65,1,1,Rosa seedling/sp,50.0,27.0
9147,65,1,1,Rubus fruticosus agg.,10.0,27.0
9148,65,1,2,Hedera helix,80.0,4.0
9149,65,1,2,Rubus fruticosus agg.,20.0,4.0
9150,65,2,1,Crataegus monogyna,50.0,25.0
9151,65,2,1,Fraxinus excelsior (c),50.0,25.0
9152,65,2,1,Hedera helix,40.0,25.0
9153,65,2,1,Ribes nigrum,50.0,25.0
9154,65,2,1,Ribes rubrum,50.0,25.0
9155,65,2,1,Rosa seedling/sp,50.0,25.0
9156,65,2,1,Rubus fruticosus agg.,25.0,25.0
9157,65,2,2,Euonymus europaeus,50.0,16.0
9158,65,2,2,Hedera helix,20.0,16.0
9159,65,2,2,Rosa seedling/sp,100.0,16.0
9160,65,2,2,Rubus fruticosus agg.,50.0,16.0
9161,65,3,1,Hedera helix,45.0,11.0
9162,65,3,1,Ligustrum vulgare,50.0,11.0
9163,65,3,1,Rosa seedling/sp,50.0,11.0
9164,65,3,1,Rubus fruticosus agg.,40.0,11.0
9165,65,3,2,Acer pseudoplatanus,50.0,2.0
9166,65,3,2,Fraxinus excelsior (c),50.0,2.0
9167,65,3,2,Hedera helix,95.0,2.0
9168,65,3,2,Rubus fruticosus agg.,50.0,2.0
9169,65,4,1,Acer campestre,50.0,4.0
9170,65,4,1,Fraxinus excelsior (c),50.0,4.0
9171,65,4,1,Hedera helix,40.0,4.0
9172,65,4,1,Hypericum androsaemum,50.0,4.0
9173,65,4,1,Ligustrum vulgare,50.0,4.0
9174,65,4,1,Rubus fruticosus agg.,70.0,4.0
9175,65,4,2,Hedera helix,20.0,15.0
9176,65,4,2,Rubus fruticosus agg.,70.0,15.0
9177,65,5,1,Crataegus monogyna,100.0,23.0
9178,65,5,1,Euonymus europaeus,50.0,23.0
9179,65,5,1,Fraxinus excelsior (c),50.0,23.0
9180,65,5,1,Hedera helix,35.0,23.0
9181,65,5,1,Ilex aquifolium,50.0,23.0
9182,65,5,1,Quercus seedling/sp,50.0,23.0
9183,65,5,1,Rosa seedling/sp,50.0,23.0
9184,65,5,1,Rubus fruticosus agg.,5.0,23.0
9185,65,5,2,Hedera helix,40.0,7.0
9186,65,5,2,Ilex aquifolium,50.0,7.0
9187,65,5,2,Rubus fruticosus agg.,55.0,7.0
9188,65,6,1,Euonymus europaeus,50.0,11.0
9189,65,6,1,Hedera helix,75.0,11.0
9190,65,6,1,Lonicera periclymenum,50.0,11.0
9191,65,6,1,Quercus seedling/sp,50.0,11.0
9192,65,6,1,Rubus fruticosus agg.,50.0,11.0
9193,65,6,2,Fraxinus excelsior (c),50.0,9.0
9194,65,6,2,Hedera helix,80.0,9.0
9195,65,6,2,Ligustrum vulgare,50.0,9.0
9196,65,6,2,Rubus fruticosus agg.,10.0,9.0
9197,65,6,2,Ulmus minor (c),50.0,9.0
9198,65,7,1,Acer pseudoplatanus,50.0,13.0
9199,65,7,1,Fraxinus excelsior (c),50.0,13.0
9200,65,7,1,Hedera helix,75.0,13.0
9201,65,7,1,Ligustrum vulgare,100.0,13.0
9202,65,7,1,Lonicera periclymenum,50.0,13.0
9203,65,7,1,Rubus fruticosus agg.,10.0,13.0
9204,65,7,1,Ulmus glabra,50.0,13.0
9205,65,7,2,Fraxinus excelsior (c),50.0,3.0
9206,65,7,2,Hedera helix,35.0,3.0
9207,65,7,2,Ilex aquifolium,50.0,3.0
9208,65,7,2,Rubus fruticosus agg.,40.0,3.0
9209,65,8,1,Fraxinus excelsior (c),50.0,14.0
9210,65,8,1,Hedera helix,40.0,14.0
9211,65,8,1,Ligustrum vulgare,100.0,14.0
9212,65,8,1,Rubus fruticosus agg.,25.0,14.0
9213,65,8,2,Fraxinus excelsior (c),50.0,5.0
9214,65,8,2,Hedera helix,50.0,5.0
9215,65,8,2,Ligustrum vulgare,50.0,5.0
9216,65,8,2,Rubus fruticosus agg.,30.0,5.0
9217,65,9,1,Acer campestre,50.0,16.0
9218,65,9,1,Acer pseudoplatanus,50.0,16.0
9219,65,9,1,Crataegus monogyna,50.0,16.0
9220,65,9,1,Euonymus europaeus,50.0,16.0
9221,65,9,1,Fraxinus excelsior (c),50.0,16.0
9222,65,9,1,Hedera helix,75.0,16.0
9223,65,9,1,Hypericum androsaemum,50.0,16.0
9224,65,9,1,Ligustrum vulgare,100.0,16.0
9225,65,9,1,Lonicera periclymenum,50.0,16.0
9226,65,9,1,Rosa seedling/sp,50.0,16.0
9227,65,9,1,Rubus fruticosus agg.,100.0,16.0
9228,65,9,1,Viburnum lantana,50.0,16.0
9229,65,9,2,Acer pseudoplatanus,50.0,13.0
9230,65,9,2,Fraxinus excelsior (c),50.0,13.0
9231,65,9,2,Hedera helix,90.0,13.0
9232,65,9,2,Ligustrum vulgare,50.0,13.0
9233,65,9,2,Rubus fruticosus agg.,90.0,13.0
9234,65,10,1,Acer campestre,50.0,9.0
9235,65,10,1,Castanea sativa,50.0,9.0
9236,65,10,1,Euonymus europaeus,50.0,9.0
9237,65,10,1,Hedera helix,75.0,9.0
9238,65,10,1,Ligustrum vulgare,100.0,9.0
9239,65,10,1,Ribes nigrum,50.0,9.0
9240,65,10,1,Ribes rubrum,50.0,9.0
9241,65,10,1,Rubus fruticosus agg.,10.0,9.0
9242,65,11,1,Fraxinus excelsior (c),50.0,14.0
9243,65,11,1,Hedera helix,80.0,14.0
9244,65,11,1,Ilex aquifolium,50.0,14.0
9245,65,11,1,Ligustrum vulgare,50.0,14.0
9246,65,11,1,Lonicera periclymenum,50.0,14.0
9247,65,11,1,Rosa seedling/sp,50.0,14.0
9248,65,11,1,Rubus fruticosus agg.,50.0,14.0
9249,65,11,2,Acer pseudoplatanus,50.0,9.0
9250,65,11,2,Hedera helix,60.0,9.0
9251,65,11,2,Ligustrum vulgare,50.0,9.0
9252,65,11,2,Rubus fruticosus agg.,15.0,9.0
9253,65,12,1,Acer pseudoplatanus,50.0,7.0
9254,65,12,1,Euonymus europaeus,50.0,7.0
9255,65,12,1,Fraxinus excelsior (c),50.0,7.0
9256,65,12,1,Hedera helix,75.0,7.0
9257,65,12,1,Ligustrum vulgare,50.0,7.0
9258,65,12,1,Rubus fruticosus agg.,100.0,7.0
9259,65,12,2,Acer pseudoplatanus,50.0,5.0
9260,65,12,2,Fraxinus excelsior (c),50.0,5.0
9261,65,12,2,Hedera helix,75.0,5.0
9262,65,12,2,Rubus fruticosus agg.,15.0,5.0
9263,65,13,1,Acer pseudoplatanus,50.0,8.0
9264,65,13,1,Fraxinus excelsior (c),50.0,8.0
9265,65,13,1,Hedera helix,70.0,8.0
9266,65,13,1,Ligustrum vulgare,100.0,8.0
9267,65,13,1,Rubus fruticosus agg.,15.0,8.0
9268,65,13,2,Euonymus europaeus,50.0,4.0
9269,65,13,2,Hedera helix,15.0,4.0
9270,65,13,2,Ilex aquifolium,50.0,4.0
9271,65,13,2,Ligustrum vulgare,50.0,4.0
9272,65,13,2,Rubus fruticosus agg.,100.0,4.0
9273,65,14,1,Castanea sativa,50.0,11.0
9274,65,14,1,Fraxinus excelsior (c),50.0,11.0
9275,65,14,1,Hedera helix,60.0,11.0
9276,65,14,1,Ligustrum vulgare,100.0,11.0
9277,65,14,1,Rubus fruticosus agg.,30.0,11.0
9278,65,14,2,Euonymus europaeus,50.0,2.0
9279,65,14,2,Hedera helix,80.0,2.0
9280,65,14,2,Ilex aquifolium,50.0,2.0
9281,65,14,2,Ligustrum vulgare,50.0,2.0
9282,65,14,2,Rubus fruticosus agg.,50.0,2.0
9283,65,15,1,Acer pseudoplatanus,50.0,8.0
9284,65,15,1,Hedera helix,50.0,8.0
9285,65,15,1,Ligustrum vulgare,50.0,8.0
9286,65,15,1,Rubus fruticosus agg.,5.0,8.0
9287,65,15,2,Fraxinus excelsior (c),50.0,10.0
9288,65,15,2,Hedera helix,50.0,10.0
9289,65,15,2,Lonicera periclymenum,50.0,10.0
9290,65,15,2,Rubus fruticosus agg.,100.0,10.0
9291,65,15,2,Ulmus minor (c),5.0,10.0
9292,65,16,1,Aesculus hippocastanum,50.0,11.0
9293,65,16,1,Fraxinus excelsior (c),50.0,11.0
9294,65,16,1,Hedera helix,80.0,11.0
9295,65,16,1,Ilex aquifolium,50.0,11.0
9296,65,16,1,Ligustrum vulgare,100.0,11.0
9297,65,16,1,Quercus seedling/sp,50.0,11.0
9298,65,16,1,Rubus fruticosus agg.,15.0,11.0
9299,65,16,1,Viburnum lantana,50.0,11.0
9300,65,16,2,Hedera helix,40.0,3.0
9301,65,16,2,Ilex aquifolium,50.0,3.0
9302,65,16,2,Rubus fruticosus agg.,75.0,3.0
9303,66,1,1,Fraxinus excelsior (c),50.0,18.0
9304,66,1,1,Hedera helix,100.0,18.0
9305,66,1,1,Rubus fruticosus agg.,100.0,18.0
9306,66,1,1,Sorbus aucuparia,50.0,18.0
9307,66,1,2,Hedera helix,10.0,18.0
9308,66,1,2,Lonicera periclymenum,50.0,18.0
9309,66,1,2,Rubus fruticosus agg.,90.0,18.0
9310,66,2,1,Hedera helix,100.0,32.0
9311,66,2,1,Prunus spinosa,100.0,32.0
9312,66,2,1,Quercus seedling/sp,50.0,32.0
9313,66,2,1,Rosa seedling/sp,100.0,32.0
9314,66,2,1,Rubus fruticosus agg.,100.0,32.0
9315,66,2,2,Crataegus monogyna,50.0,36.0
9316,66,2,2,Hedera helix,50.0,36.0
9317,66,2,2,Lonicera periclymenum,100.0,36.0
9318,66,2,2,Quercus seedling/sp,50.0,36.0
9319,66,2,2,Rubus fruticosus agg.,20.0,36.0
9320,66,2,2,Ulex sp.,50.0,36.0
9321,66,3,2,Hedera helix,50.0,15.0
9322,66,3,2,Lonicera periclymenum,50.0,15.0
9323,66,3,2,Rosa seedling/sp,50.0,15.0
9324,66,3,2,Rubus fruticosus agg.,100.0,15.0
9325,66,4,1,Ilex aquifolium,100.0,34.0
9326,66,4,1,Rubus fruticosus agg.,100.0,34.0
9327,66,4,2,Fraxinus excelsior (c),50.0,21.0
9328,66,4,2,Hedera helix,50.0,21.0
9329,66,4,2,Ilex aquifolium,50.0,21.0
9330,66,4,2,Lonicera periclymenum,50.0,21.0
9331,66,4,2,Rosa seedling/sp,50.0,21.0
9332,66,4,2,Rubus fruticosus agg.,10.0,21.0
9333,66,5,1,Fagus sylvatica,50.0,23.0
9334,66,5,1,Fraxinus excelsior (c),50.0,23.0
9335,66,5,1,Hedera helix,100.0,23.0
9336,66,5,1,Lonicera periclymenum,100.0,23.0
9337,66,5,1,Rosa seedling/sp,50.0,23.0
9338,66,5,1,Rubus fruticosus agg.,100.0,23.0
9339,66,5,2,Crataegus monogyna,100.0,20.0
9340,66,5,2,Fraxinus excelsior (c),100.0,20.0
9341,66,5,2,Hedera helix,100.0,20.0
